group,shell_mm,n_geom,n_pv,n_gate,truth_HU,HU_pv,HU_gate,gt_water,gt_lipid,gt_protein,ms_water,ms_lipid,ms_protein,sem_water,sem_lipid,sem_protein,sd_lipid,in_statistics
healthy,13,6794,2494,6347,-84.55143581210037,-88.78089460297977,-84.65005590109182,0.18498016107476825,0.7980633241600447,0.01695651476518709,0.1985756880748274,0.7845108798130961,0.016913432112076476,0.0018247418061651647,0.0014416561296278843,0.0005101186021937347,0.07199625515162275,true
healthy,14,7309,2516,6901,-85.17469075243491,-89.03133152778274,-85.10421966604696,0.1813834475820552,0.8022395120059364,0.01637704041200839,0.19708052089606318,0.7854306622133093,0.017488816890627513,0.0019847980036854,0.0015914377405491125,0.0005225843765955997,0.07982611095639613,true
healthy,15,8224,2625,7677,-85.77569128253181,-90.24754224940709,-87.01240767428881,0.17698627432906724,0.8069240643682903,0.016089661302642475,0.17655958491995738,0.8042095876484354,0.01923082743160726,0.0018742456129085866,0.001498222459287907,0.0004928248755178416,0.07676105888389047,true
healthy,16,8674,2634,7982,-86.35522820490354,-91.36429017660015,-89.09382111074571,0.173406711984626,0.8109737505617961,0.0156195374535779,0.16075740165043131,0.8165376511822918,0.022704947167276827,0.001953435699587854,0.0015427349617563818,0.0005566503255923758,0.07917703001061528,true
healthy,17,9077,2685,8242,-86.9140696966459,-90.84507211582176,-89.93520486438717,0.1699237415165385,0.8149009302164146,0.015175328267046916,0.16361578349426897,0.811789422394088,0.02459479411164306,0.002225061432720676,0.0017778777398876,0.0005857438025622243,0.09212426530343323,true
healthy,18,8970,2817,8178,-87.45295513155271,-89.93879804790633,-89.70840460002262,0.16639931683692794,0.8188052489452065,0.014795434217865555,0.16903050213613602,0.806221393438223,0.024748104425641175,0.0022291121973947187,0.001789860102426474,0.0005868687910496144,0.09499757316736618,true
healthy,19,8707,2739,7877,-87.97259641989004,-90.47790354226966,-90.31891074791405,0.1631310999501747,0.8224778785436467,0.014391021506178553,0.16513893575477526,0.8094059017160233,0.025455162529201575,0.0022208860945946347,0.0017614852289529464,0.0006015435440590839,0.0921881334563911,true
healthy,20,8327,2652,7524,-88.47368143068998,-92.80624055071294,-91.48658328966407,0.1598448315831778,0.8261147440210026,0.014040424395819673,0.18421183682872191,0.7987914958372297,0.01699666733404829,0.002176515284264353,0.0017993582992600582,0.0005241638239594635,0.09266258493445864,true
diseased,1,2953,7,2402,-68.39024947183411,NaN,-52.37074617104764,0.2711078552748024,0.6948246293265149,0.03406751539868272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
diseased,2,4719,325,4489,-69.73252174953547,-72.47564031747672,-65.93956537474023,0.26873224476860025,0.7000173728131248,0.03125038241827497,0.3225945353193774,0.6565698234702637,0.020835641210358885,0.005892723557412087,0.0046106789886511765,0.001622737036633034,0.08312019754143132,false
diseased,3,5924,1396,5506,-71.03151514149735,-75.1943162655762,-70.5955843868318,0.25976782200714593,0.7097605823482122,0.030471595644641823,0.2998215371028286,0.6788598094859495,0.02131865341122199,0.002717720255343848,0.0021214518418875656,0.000745370743050022,0.07926398206472855,true
diseased,4,5428,1284,4814,-72.28860769627336,-76.25149963949329,-79.28031174771064,0.2517090865370699,0.718753122021348,0.029537791441582084,0.2958990516468442,0.683301484387583,0.020799463965572744,0.0030963631136849855,0.002499726052985767,0.0007691695971967622,0.0895725480073495,true
diseased,5,4845,854,3945,-73.50514942240264,-79.12304578061963,-85.37312334976873,0.24514129371920396,0.7265842691080044,0.028274437172791666,0.24724015034114621,0.7243177668618132,0.028442082797040812,0.004175386991061763,0.0031729698777648273,0.0011778878864305616,0.09272458206863654,true
diseased,6,3672,637,3016,-74.68244370246467,-77.4118890268275,-79.98913303104572,0.2418827672542551,0.7319703911032809,0.026146841642464013,0.25853050712264924,0.7149764899156037,0.026493002961747048,0.004886256360583187,0.0038233232553337598,0.0012910551777064166,0.09649631627845838,true
diseased,7,3493,588,3018,-75.82177298362397,-77.74659457823046,-78.73724211028588,0.23511746994523233,0.7397393557177674,0.025143174337000355,0.2773216208214804,0.6988341220755564,0.023844257102963208,0.0051990151822519535,0.004148110204802889,0.0012325189699330318,0.10058632682158962,true
diseased,8,3248,412,2775,-76.92434971128529,-79.07407867098317,-80.72027826876254,0.22988483406695123,0.7463273343391916,0.023787831593857122,0.2582744236848071,0.7160099110239114,0.025715665291281557,0.006009894241665258,0.00481178079645471,0.0014879415046606674,0.09766848307642385,false
diseased,9,3368,372,2903,-77.99136340953802,-79.81592754651142,-81.98230141506005,0.22448479238654623,0.7529407766138572,0.022574430999596582,0.2650534998201485,0.7148218731468041,0.020124627033047265,0.006862856706845892,0.005576152355912899,0.0015120513166199745,0.10754893182102418,false
diseased,10,3110,376,2672,-79.02396112986722,-80.65640450538473,-83.32504253901408,0.21893977493428904,0.7595668067321351,0.021493418333575896,0.28147947194752915,0.7062409906427485,0.012279537409722435,0.005950775175231218,0.005078587540337183,0.0011620617575694406,0.0984774660936724,false
diseased,11,3288,362,2837,-80.02325313930461,-82.77761652193017,-85.39646330407525,0.21318455603754297,0.7662544969334555,0.020560947029001606,0.25601992253287637,0.7298831521077177,0.014096925359406138,0.00606259932671554,0.005135973361263493,0.001274431268796292,0.09771855758797393,false
diseased,12,3303,289,2832,-80.99031300829108,-89.84646892877599,-88.47411890218487,0.2075154831602233,0.7727968955337278,0.01968762130604898,0.1667198435213949,0.8048091500407456,0.02847100643785954,0.006029160561969417,0.004452941889778172,0.0018737629233398913,0.07570001212622893,false
diseased,13,3311,252,2786,-81.9261805690186,-90.58032773033021,-89.40230399074952,0.20185771350114784,0.7792496976976936,0.01889258880115848,0.14879260893571702,0.8264256959042844,0.024781695159998403,0.005838189361978193,0.0046180022777061675,0.001719093645493366,0.07330851348444216,false
diseased,14,3241,234,2712,-82.83186297767408,-92.4963106334719,-89.92010631744137,0.19578774665159265,0.7859152991998688,0.01829695414853849,0.12939779807219495,0.8465601684621312,0.024042033465673785,0.004826850288157249,0.0035148547806741156,0.0016000252635091404,0.05376693934230661,false
diseased,15,3217,227,2660,-83.70833182338869,-93.05933477594989,-91.76398597157987,0.19014763786947306,0.7922002198527419,0.017652142277784957,0.14098175088188883,0.8436312451782418,0.015387003939869331,0.00397428883323744,0.002927152667706486,0.0013021131781888356,0.0441020017912327,false
diseased,16,3043,155,2451,-84.5565292262513,-95.35118319603704,-93.99858205010092,0.1849925407567383,0.7980678854386245,0.01693957380463712,0.1391469249870515,0.8475897833124785,0.013263291700470007,0.003116881577258162,0.0021949346493799135,0.001288154613668488,0.027326716008926524,false
diseased,17,2930,73,2315,-85.37736838745916,-96.68978118896484,-94.7288466781056,0.17977877352726743,0.8039055124827367,0.016315713989995907,0.13666059894177374,0.851583925877475,0.011755475180751042,0.006689254138855718,0.005244910090753698,0.001967042912180499,0.044812531459253305,false
diseased,18,2730,8,2096,-86.17173113417593,NaN,-95.67311846572935,0.1747597393000154,0.8095360444956053,0.015704216204379264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
diseased,19,2520,0,1886,-86.94047235714338,NaN,-95.54253695094573,0.16956828906388824,0.8152215924147561,0.015210118521355715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
diseased,20,2455,0,1861,-87.68441759979807,NaN,-95.7002630792338,0.16456937660421822,0.8207059949627727,0.014724628433008997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,false
